case,gender,deg,yrdeg,field,startyr,year,rank,salary
11125,F,PhD,80,Other,90,91,Assist,3715.000
11126,F,PhD,80,Other,90,92,Assist,3878.667
11127,F,PhD,80,Other,90,93,Assoc,4106.250
11128,F,PhD,80,Other,90,94,Assoc,4106.000
11129,F,PhD,80,Other,90,95,Assoc,4165.000
11130,M,PhD,78,Other,86,86,Assoc,4377.000
11131,M,PhD,78,Other,86,87,Assoc,4598.000
11132,M,PhD,78,Other,86,88,Assoc,4869.000
11133,M,PhD,78,Other,86,89,Assoc,5359.000
11134,M,PhD,78,Other,86,90,Assoc,5610.000
11135,M,PhD,78,Other,86,91,Assoc,5870.000
11136,M,PhD,78,Other,86,92,Assoc,6040.000
11137,M,PhD,78,Other,86,93,Assoc,6666.000
11138,M,PhD,78,Other,86,94,Full,6846.000
11139,M,PhD,78,Other,86,95,Full,7126.000
11140,M,PhD,63,Other,87,87,Full,6700.000
11141,M,PhD,63,Other,87,88,Full,6700.000
11142,M,PhD,63,Other,87,89,Full,7142.000
11143,M,PhD,63,Other,87,90,Full,7369.000
11144,M,PhD,63,Other,87,91,Full,7712.000
11145,M,PhD,63,Other,87,92,Full,7823.000
11146,M,PhD,63,Other,87,93,Full,7935.000
11147,M,PhD,63,Other,87,94,Full,7935.000
11148,M,PhD,63,Other,87,95,Full,8049.000
11149,M,PhD,63,Prof,65,76,Full,2786.000
11150,M,PhD,63,Prof,65,77,Full,3037.000
11151,M,PhD,63,Prof,65,78,Full,3188.000
11152,M,PhD,63,Prof,65,79,Full,3498.000
11153,M,PhD,63,Prof,65,80,Full,3742.000
11154,M,PhD,63,Prof,65,81,Full,4057.000
11155,M,PhD,63,Prof,65,82,Full,4057.000
11156,M,PhD,63,Prof,65,83,Full,4280.000
11157,M,PhD,63,Prof,65,84,Full,4505.000
11158,M,PhD,63,Prof,65,85,Full,4506.000
11159,M,PhD,63,Prof,65,86,Full,4642.000
11160,M,PhD,63,Prof,65,87,Full,4874.000
11161,M,PhD,63,Prof,65,88,Full,4874.000
11162,M,PhD,63,Prof,65,89,Full,5215.000
11163,M,PhD,63,Prof,65,90,Full,5381.000
11164,M,PhD,63,Prof,65,91,Full,5551.000
11165,M,PhD,63,Prof,65,92,Full,5631.000
11166,M,PhD,63,Prof,65,93,Full,5962.000
11167,M,PhD,63,Prof,65,94,Full,5962.000
11168,M,PhD,63,Prof,65,95,Full,6135.000
11169,M,PhD,88,Other,91,91,Assist,4171.000
11170,M,PhD,88,Other,91,92,Assist,4171.000
11171,M,PhD,88,Other,91,93,Assist,4353.000
11172,M,PhD,88,Other,91,94,Assist,4353.000
11173,M,PhD,88,Other,91,95,Assoc,4676.000
11174,F,PhD,78,Other,88,88,Full,5010.000
11175,F,PhD,78,Other,88,89,Full,5208.000
11176,F,PhD,78,Other,88,90,Full,5530.000
11177,F,PhD,78,Other,88,91,Full,5955.000
11178,F,PhD,78,Other,88,92,Full,6216.000
11179,F,PhD,78,Other,88,93,Full,6488.000
11180,F,PhD,78,Other,88,94,Full,6488.000
11181,F,PhD,78,Other,88,95,Full,6581.000
11182,M,PhD,64,Arts,70,76,Assoc,2232.000
11183,M,PhD,64,Arts,70,77,Assoc,2378.000
11184,M,PhD,64,Arts,70,78,Assoc,2460.000
11185,M,PhD,64,Arts,70,79,Assoc,2715.000
11186,M,PhD,64,Arts,70,80,Assoc,2917.000
11187,M,PhD,64,Arts,70,81,Assoc,3092.000
11188,M,PhD,64,Arts,70,82,Assoc,3092.000
11189,M,PhD,64,Arts,70,83,Assoc,3262.000
11190,M,PhD,64,Arts,70,84,Assoc,3434.000
11191,M,PhD,64,Arts,70,85,Assoc,3434.000
11192,M,PhD,64,Arts,70,86,Assoc,3537.000
11193,M,PhD,64,Arts,70,87,Assoc,3715.000
11194,M,PhD,64,Arts,70,88,Assoc,4347.000
11195,M,PhD,64,Arts,70,89,Assoc,4651.000
11196,M,PhD,64,Arts,70,90,Assoc,4939.000
11197,M,PhD,64,Arts,70,91,Assoc,5394.000
11198,M,PhD,64,Arts,70,92,Assoc,5794.000
11199,M,PhD,64,Arts,70,93,Assoc,6313.000
11200,M,PhD,64,Arts,70,94,Assoc,5962.000
11201,M,PhD,64,Arts,70,95,Assoc,6404.000
11202,M,PhD,67,Other,70,76,Assoc,1773.000
11203,M,PhD,67,Other,70,77,Assoc,2018.667
11204,M,PhD,67,Other,70,78,Assoc,2097.000
11205,M,PhD,67,Other,70,79,Assoc,2540.000
11206,M,PhD,67,Other,70,80,Assoc,2869.000
11207,M,PhD,67,Other,70,81,Full,3228.000
11208,M,PhD,67,Other,70,82,Full,3228.000
11209,M,PhD,67,Other,70,83,Full,3406.000
11210,M,PhD,67,Other,70,84,Full,3742.000
11211,M,PhD,67,Other,70,85,Full,3742.000
11212,M,PhD,67,Other,70,86,Full,4321.000
11213,M,PhD,67,Other,70,87,Full,4538.000
11214,M,PhD,67,Other,70,88,Full,4603.000
11215,M,PhD,67,Other,70,89,Full,4925.000
11216,M,PhD,67,Other,70,90,Full,5155.000
11217,M,PhD,67,Other,70,91,Full,5472.000
11218,M,PhD,67,Other,70,92,Full,5631.000
11219,M,PhD,67,Other,70,93,Full,5794.000
11220,M,PhD,67,Other,70,94,Full,5794.000
11221,M,PhD,67,Other,70,95,Full,6048.000
11222,M,PhD,66,Prof,65,76,Assoc,1982.000
11223,M,PhD,66,Prof,65,77,Assoc,2216.000
11224,M,PhD,66,Prof,65,78,Assoc,2337.000
11225,M,PhD,66,Prof,65,79,Assoc,2583.000
11226,M,PhD,66,Prof,65,80,Assoc,2869.000
11227,M,PhD,66,Prof,65,81,Assoc,3137.000
11228,M,PhD,66,Prof,65,82,Full,3467.000
11229,M,PhD,66,Prof,65,83,Full,3818.000
11230,M,PhD,66,Prof,65,84,Full,4077.000
11231,M,PhD,66,Prof,65,85,Full,4077.000
11232,M,PhD,66,Prof,65,86,Full,4641.000
11233,M,PhD,66,Prof,65,87,Full,4874.000
11234,M,PhD,66,Prof,65,88,Full,5786.000
11235,M,PhD,66,Prof,65,89,Full,6280.000
11236,M,PhD,66,Prof,65,90,Full,7265.000
11237,M,PhD,66,Prof,65,91,Full,8049.000
11238,M,PhD,66,Prof,65,92,Full,8694.000
11239,M,PhD,66,Prof,65,93,Full,9974.000
11240,M,PhD,66,Prof,65,94,Full,9974.000
11241,M,PhD,66,Prof,65,95,Full,10263.000
11242,M,PhD,67,Other,78,78,Full,2959.000
11243,M,PhD,67,Other,78,79,Full,3260.000
11244,M,PhD,67,Other,78,80,Full,3553.000
11245,M,PhD,67,Other,78,81,Full,3938.000
11246,M,PhD,67,Other,78,82,Full,4111.000
11247,M,PhD,67,Other,78,83,Full,4338.000
11248,M,PhD,67,Other,78,84,Full,4631.000
11249,M,PhD,67,Other,78,85,Full,4631.000
11250,M,PhD,67,Other,78,86,Full,5197.000
11251,M,PhD,67,Other,78,87,Full,5459.000
11252,M,PhD,67,Other,78,88,Full,6675.000
11253,M,PhD,67,Other,78,89,Full,7349.000
11254,M,PhD,67,Other,78,90,Full,7692.000
11255,M,PhD,67,Other,78,91,Full,8049.000
11256,M,PhD,67,Other,78,92,Full,8402.000
11257,M,PhD,67,Other,78,93,Full,8646.000
11258,M,PhD,67,Other,78,94,Full,8646.000
11259,M,PhD,67,Other,78,95,Full,8896.000
11260,M,PhD,73,Other,89,89,Full,7040.000
11261,M,PhD,73,Other,89,90,Full,7369.000
11262,M,PhD,73,Other,89,91,Full,7712.000
11263,M,PhD,73,Other,89,92,Full,7934.603
11264,M,PhD,73,Other,89,93,Full,8165.000
11265,M,PhD,73,Other,89,94,Full,8165.000
11266,M,PhD,73,Other,89,95,Full,8402.000
11267,M,PhD,77,Other,83,83,Assoc,4664.000
11268,M,PhD,77,Other,83,84,Assoc,5349.000
11269,M,PhD,77,Other,83,85,Assoc,5349.000
11270,M,PhD,77,Other,83,86,Full,6730.000
11271,M,PhD,77,Other,83,87,Full,8067.000
11272,M,PhD,77,Other,83,88,Full,8591.000
11273,M,PhD,77,Other,83,89,Full,9600.000
11274,M,PhD,77,Other,83,90,Full,10263.000
11275,M,PhD,77,Other,83,91,Full,10718.000
11276,M,PhD,77,Other,83,92,Full,11161.000
11277,M,PhD,77,Other,83,93,Full,10713.000
11278,M,PhD,77,Other,83,94,Full,10713.000
11279,M,PhD,77,Other,83,95,Full,11336.000
11280,F,PhD,74,Other,76,76,Assist,1768.571
11281,F,PhD,74,Other,76,77,Assist,1944.000
11282,F,PhD,74,Other,76,78,Assist,2040.000
11283,F,PhD,74,Other,76,79,Assist,2270.000
11284,F,PhD,74,Other,76,80,Assist,2443.000
11285,F,PhD,74,Other,76,81,Assoc,2876.000
11286,F,PhD,74,Other,76,82,Assoc,3045.000
11287,F,PhD,74,Other,76,84,Assoc,3479.000
11288,F,PhD,74,Other,76,85,Assoc,3479.000
11289,F,PhD,74,Other,76,86,Assoc,4018.000
11290,F,PhD,74,Other,76,87,Assoc,4220.000
11291,F,PhD,74,Other,76,88,Assoc,4342.500
11292,F,PhD,74,Other,76,89,Assoc,4712.222
11293,F,PhD,74,Other,76,90,Assoc,4898.592
11294,F,PhD,74,Other,76,91,Assoc,5161.538
11295,F,PhD,74,Other,76,92,Assoc,5310.448
11296,F,PhD,74,Other,76,93,Assoc,5465.000
11297,F,PhD,74,Other,76,94,Full,5623.333
11298,F,PhD,74,Other,76,95,Full,5870.000
11299,M,PhD,72,Other,75,76,Assist,1623.000
11300,M,PhD,72,Other,75,77,Assist,1828.000
11301,M,PhD,72,Other,75,78,Assist,1942.000
11302,M,PhD,72,Other,75,79,Assoc,2243.000
11303,M,PhD,72,Other,75,80,Assoc,2464.000
11304,M,PhD,72,Other,75,81,Assoc,2680.000
11305,M,PhD,72,Other,75,82,Assoc,2838.000
11306,M,PhD,72,Other,75,83,Assoc,3037.000
11307,M,PhD,72,Other,75,84,Assoc,3434.000
11308,M,PhD,72,Other,75,85,Full,3534.000
11309,M,PhD,72,Other,75,86,Full,3966.000
11310,M,PhD,72,Other,75,87,Full,4165.000
11311,M,PhD,72,Other,75,88,Full,4410.000
11312,M,PhD,72,Other,75,89,Full,4786.000
11313,M,PhD,72,Other,75,90,Full,5010.000
11314,M,PhD,72,Other,75,91,Full,5318.000
11315,M,PhD,72,Other,75,92,Full,5394.000
11316,M,PhD,72,Other,75,93,Full,5472.000
11317,M,PhD,72,Other,75,94,Full,5472.000
11318,M,PhD,72,Other,75,95,Full,5551.000
11319,F,PhD,82,Other,91,91,Assoc,3824.000
11320,F,PhD,82,Other,91,92,Assoc,3934.000
11321,F,PhD,82,Other,91,93,Assoc,4048.000
11322,F,PhD,82,Other,91,94,Assoc,4048.000
11323,F,PhD,82,Other,91,95,Assoc,4165.000
11324,M,PhD,79,Other,89,89,Assoc,4387.000
11325,M,PhD,79,Other,89,90,Assoc,4592.000
11326,M,PhD,79,Other,89,91,Assoc,4875.000
11327,M,PhD,79,Other,89,92,Assoc,5544.000
11328,M,PhD,79,Other,89,93,Full,6040.000
11329,M,PhD,79,Other,89,94,Full,6040.000
11330,M,PhD,79,Other,89,95,Full,7233.000
11331,M,PhD,79,Other,82,82,Assist,2323.000
11332,M,PhD,79,Other,82,83,Assist,2487.000
11333,M,PhD,79,Other,82,84,Assist,2617.000
11334,M,PhD,79,Other,82,85,Assist,2617.000
11335,M,PhD,79,Other,82,86,Assist,2896.000
11336,M,PhD,79,Other,82,87,Assist,3041.000
11337,M,PhD,79,Other,82,88,Assoc,3409.000
11338,M,PhD,79,Other,82,89,Assoc,3918.000
11339,M,PhD,79,Other,82,90,Assoc,4160.000
11340,M,PhD,79,Other,82,91,Assoc,4353.000
11341,M,PhD,79,Other,82,92,Assoc,6059.000
11342,M,PhD,79,Other,82,93,Assoc,4676.000
11343,M,PhD,79,Other,82,94,Assoc,5426.000
11344,M,PhD,79,Other,82,95,Assoc,5691.000
11345,M,PhD,70,Other,69,76,Assoc,2027.000
11346,M,PhD,70,Other,69,77,Assoc,2300.000
11347,M,PhD,70,Other,69,78,Assoc,2531.000
11348,M,PhD,70,Other,69,79,Assoc,2860.000
11349,M,PhD,70,Other,69,80,Full,3164.000
11350,M,PhD,70,Other,69,81,Full,3512.000
11351,M,PhD,70,Other,69,82,Full,3773.000
11352,M,PhD,70,Other,69,83,Full,4096.000
11353,M,PhD,70,Other,69,84,Full,4373.000
11354,M,PhD,70,Other,69,85,Full,4373.000
11355,M,PhD,70,Other,69,86,Full,4908.000
11356,M,PhD,70,Other,69,87,Full,5155.000
11357,M,PhD,70,Other,69,88,Full,5305.000
11358,M,PhD,70,Other,69,89,Full,5756.000
11359,M,PhD,70,Other,69,90,Full,6112.000
11360,M,PhD,70,Other,69,91,Full,6488.000
11361,M,PhD,70,Other,69,92,Full,6772.000
11362,M,PhD,70,Other,69,93,Full,7069.000
11363,M,PhD,70,Other,69,94,Full,7069.000
11364,M,PhD,70,Other,69,95,Full,7274.000
11365,F,PhD,84,Other,84,84,Assist,2651.000
11366,F,PhD,84,Other,84,85,Assist,2651.000
11367,F,PhD,84,Other,84,86,Assist,2732.000
11368,F,PhD,84,Other,84,87,Assist,2869.000
11369,F,PhD,84,Other,84,88,Assist,3038.000
11370,F,PhD,84,Other,84,89,Assoc,3696.000
11371,F,PhD,84,Other,84,90,Assoc,4038.000
11372,F,PhD,84,Other,84,91,Assoc,4286.000
11373,F,PhD,84,Other,84,92,Assoc,4411.000
11374,F,PhD,84,Other,84,93,Assoc,4604.000
11375,F,PhD,84,Other,84,94,Assoc,4604.000
11376,F,PhD,84,Other,84,95,Full,6347.000
11377,M,PhD,86,Prof,86,86,Assist,3909.000
11378,M,PhD,86,Prof,86,87,Assist,4105.000
11379,M,PhD,86,Prof,86,88,Assist,4225.000
11380,M,PhD,86,Prof,86,89,Assist,4520.000
11381,M,PhD,86,Prof,86,90,Assist,4869.000
11382,M,PhD,86,Prof,86,91,Assist,5095.000
11383,M,PhD,86,Prof,86,92,Assist,5318.000
11384,M,PhD,86,Prof,86,93,Assoc,5631.000
11385,M,PhD,86,Prof,86,94,Assoc,5631.000
11386,M,PhD,86,Prof,86,95,Assoc,5712.000
11387,M,PhD,79,Other,91,91,Assoc,3934.000
11388,M,PhD,79,Other,91,92,Assoc,4106.000
11389,M,PhD,79,Other,91,93,Assoc,4286.000
11390,M,PhD,79,Other,91,94,Assoc,4286.000
11391,M,PhD,79,Other,91,95,Assoc,4411.000
11392,M,PhD,92,Other,95,95,Assist,4743.000
11393,M,PhD,89,Prof,93,93,Assist,5200.000
11394,M,PhD,89,Prof,93,94,Assist,5200.000
11395,M,PhD,89,Prof,93,95,Assist,5318.000
11396,M,PhD,59,Other,59,76,Full,2331.000
11397,M,PhD,59,Other,59,77,Full,2686.000
11398,M,PhD,59,Other,59,78,Full,2820.000
11399,M,PhD,59,Other,59,79,Full,3129.000
11400,M,PhD,59,Other,59,80,Full,3362.000
11401,M,PhD,59,Other,59,81,Full,3667.000
11402,M,PhD,59,Other,59,82,Full,3773.000
11403,M,PhD,59,Other,59,83,Full,3980.000
11404,M,PhD,59,Other,59,84,Full,4250.000
11405,M,PhD,59,Other,59,85,Full,4250.000
11406,M,PhD,59,Other,59,86,Full,4527.000
11407,M,PhD,59,Other,59,87,Full,4598.000
11408,M,PhD,59,Other,59,88,Full,4731.000
11409,M,PhD,59,Other,59,89,Full,5134.000
11410,M,PhD,59,Other,59,90,Full,5452.000
11411,M,PhD,59,Other,59,91,Full,5870.000
11412,M,PhD,59,Other,59,92,Full,6305.000
11413,M,PhD,59,Other,59,93,Full,6938.000
11414,M,PhD,59,Other,59,94,Full,7188.000
11415,M,PhD,59,Other,59,95,Full,8823.000
11416,M,PhD,64,Other,65,76,Full,2410.000
11417,M,PhD,64,Other,65,77,Full,2671.000
11418,M,PhD,64,Other,65,78,Full,2800.000
11419,M,PhD,64,Other,65,79,Full,3125.000
11420,M,PhD,64,Other,65,80,Full,3348.000
11421,M,PhD,64,Other,65,81,Full,3792.000
11422,M,PhD,64,Other,65,82,Full,3777.000
11423,M,PhD,64,Other,65,83,Full,4042.000
11424,M,PhD,64,Other,65,84,Full,4505.000
11425,M,PhD,64,Other,65,85,Full,4505.000
11426,M,PhD,64,Other,65,86,Full,4985.000
11427,M,PhD,64,Other,65,87,Full,5235.000
11428,M,PhD,64,Other,65,88,Full,5387.000
11429,M,PhD,64,Other,65,89,Full,5931.000
11430,M,PhD,64,Other,65,90,Full,6208.000
11431,M,PhD,64,Other,65,91,Full,6781.000
11432,M,PhD,64,Other,65,92,Full,7388.000
11433,M,PhD,64,Other,65,93,Full,7712.000
11434,M,PhD,64,Other,65,94,Full,7712.000
11435,M,PhD,64,Other,65,95,Full,8283.000
11436,F,PhD,72,Arts,72,76,Assist,1563.000
11437,F,PhD,72,Arts,72,77,Assist,1717.000
11438,F,PhD,72,Arts,72,78,Assist,1828.000
11439,F,PhD,72,Arts,72,79,Assoc,2039.000
11440,F,PhD,72,Arts,72,80,Assoc,2205.000
11441,F,PhD,72,Arts,72,81,Assoc,2460.000
11442,F,PhD,72,Arts,72,82,Assoc,2630.303
11443,F,PhD,72,Arts,72,83,Assoc,2827.000
11444,F,PhD,72,Arts,72,84,Assoc,3020.000
11445,F,PhD,72,Arts,72,85,Assoc,3020.000
11446,F,PhD,72,Arts,72,86,Assoc,3341.000
11447,F,PhD,72,Arts,72,87,Assoc,3508.000
11448,F,PhD,72,Arts,72,88,Assoc,3768.000
11449,F,PhD,72,Arts,72,89,Assoc,4032.000
11450,F,PhD,72,Arts,72,90,Assoc,4281.000
11451,F,PhD,72,Arts,72,91,Assoc,4544.000
11452,F,PhD,72,Arts,72,92,Assoc,4743.000
11453,F,PhD,72,Arts,72,93,Assoc,4951.000
11454,F,PhD,72,Arts,72,94,Assoc,4951.000
11455,F,PhD,72,Arts,72,95,Assoc,5168.000
11456,M,PhD,79,Prof,90,90,Assist,4155.000
11457,M,PhD,79,Prof,90,91,Assist,4411.000
11458,M,PhD,79,Prof,90,92,Assist,4538.000
11459,M,PhD,79,Prof,90,93,Assist,4670.000
11460,M,PhD,79,Prof,90,94,Assist,4670.000
11461,M,PhD,79,Prof,90,95,Assist,4806.000
11462,M,PhD,78,Arts,80,80,Assist,2112.000
11463,M,PhD,78,Arts,80,81,Assist,2391.000
11464,M,PhD,78,Arts,80,82,Assist,2532.000
11465,M,PhD,78,Arts,80,84,Assoc,2851.000
11466,M,PhD,78,Arts,80,85,Assoc,2851.000
11467,M,PhD,78,Arts,80,86,Assoc,3200.000
11468,M,PhD,78,Arts,80,87,Assoc,3361.000
11469,M,PhD,78,Arts,80,88,Assoc,3458.000
11470,M,PhD,78,Arts,80,89,Assoc,3754.000
11471,M,PhD,78,Arts,80,90,Full,5780.000
11472,M,PhD,78,Arts,80,91,Full,5878.000
11473,M,PhD,78,Arts,80,92,Full,6135.000
11474,M,PhD,78,Arts,80,93,Full,6313.000
11475,M,PhD,78,Arts,80,94,Full,6313.000
11476,M,PhD,78,Arts,80,95,Full,6684.000
11477,F,PhD,90,Other,91,91,Assist,3459.000
11478,F,PhD,90,Other,91,92,Assist,3611.000
11479,F,PhD,90,Other,91,93,Assist,3769.000
11480,F,PhD,90,Other,91,94,Assist,3769.000
11481,F,PhD,90,Other,91,95,Assist,4165.000
11482,M,PhD,82,Prof,82,82,Assist,2920.000
11483,M,PhD,82,Prof,82,83,Assist,3455.000
11484,M,PhD,82,Prof,82,84,Assist,3688.000
11485,M,PhD,82,Prof,82,85,Assist,3688.000
11486,M,PhD,82,Prof,82,86,Assist,4259.000
11487,M,PhD,82,Prof,82,87,Assist,4473.000
11488,M,PhD,82,Prof,82,88,Assoc,4669.000
11489,M,PhD,82,Prof,82,89,Assoc,4996.000
11490,M,PhD,82,Prof,82,90,Assoc,5458.667
11491,M,PhD,82,Prof,82,91,Assoc,5631.000
11492,M,PhD,82,Prof,82,92,Assoc,5878.000
11493,M,PhD,82,Prof,82,93,Assoc,6048.000
11494,M,PhD,82,Prof,82,94,Assoc,6048.000
11495,M,PhD,82,Prof,82,95,Assoc,6223.000
11496,F,PhD,92,Prof,90,90,Assist,4445.000
11497,F,PhD,92,Prof,90,91,Assist,4445.000
11498,F,PhD,92,Prof,90,92,Assist,4610.000
11499,F,PhD,92,Prof,90,93,Assist,4757.000
11500,F,PhD,92,Prof,90,94,Assist,4757.000
11501,F,PhD,92,Prof,90,95,Assist,4951.000
11502,M,PhD,80,Other,87,87,Assoc,4347.000
11503,M,PhD,80,Other,87,88,Assoc,4473.000
11504,M,PhD,80,Other,87,89,Assoc,6370.000
11505,M,PhD,80,Other,87,90,Full,6668.000
11506,M,PhD,80,Other,87,91,Full,6878.000
11507,M,PhD,80,Other,87,92,Full,7078.000
11508,M,PhD,80,Other,87,93,Full,7283.000
11509,M,PhD,80,Other,87,94,Full,7283.000
11510,M,PhD,80,Other,87,95,Full,7712.000
11511,M,PhD,58,Other,88,88,Full,9011.000
11512,M,PhD,58,Other,88,89,Full,9106.000
11513,M,PhD,58,Other,88,90,Full,9532.000
11514,M,PhD,58,Other,88,91,Full,9974.000
11515,M,PhD,58,Other,88,92,Full,10263.000
11516,M,PhD,58,Other,88,93,Full,10561.000
11517,M,PhD,58,Other,88,94,Full,10561.000
11518,M,PhD,58,Other,88,95,Full,11024.000
11519,M,PhD,89,Other,91,91,Assist,3823.000
11520,M,PhD,89,Other,91,92,Assist,3823.000
11521,M,PhD,89,Other,91,93,Assist,3934.000
11522,M,PhD,89,Other,91,94,Assist,3934.000
11523,M,PhD,89,Other,91,95,Assist,4348.000
11524,F,PhD,78,Other,89,89,Full,5134.000
11525,F,PhD,78,Other,89,90,Full,5452.000
11526,F,PhD,78,Other,89,91,Full,5544.000
11527,F,PhD,78,Other,89,92,Full,5705.000
11528,F,PhD,78,Other,89,93,Full,5787.000
11529,F,PhD,78,Other,89,94,Full,5787.000
11530,F,PhD,78,Other,89,95,Full,5955.000
11531,M,PhD,84,Other,84,84,Assist,2655.000
11532,M,PhD,84,Other,84,85,Assist,2655.000
11533,M,PhD,84,Other,84,86,Assist,3066.000
11534,M,PhD,84,Other,84,87,Assist,3220.000
11535,M,PhD,84,Other,84,88,Assist,3458.000
11536,M,PhD,84,Other,84,89,Assoc,3808.000
11537,M,PhD,84,Other,84,90,Assoc,4101.000
11538,M,PhD,84,Other,84,91,Assoc,4292.000
11539,M,PhD,84,Other,84,92,Assoc,4480.000
11540,M,PhD,84,Other,84,93,Assoc,4610.000
11541,M,PhD,84,Other,84,94,Assoc,4610.000
11542,M,PhD,84,Other,84,95,Assoc,4951.000
11543,M,PhD,68,Prof,64,76,Assoc,1874.000
11544,M,PhD,68,Prof,64,77,Assoc,2058.000
11545,M,PhD,68,Prof,64,78,Assoc,2136.000
11546,M,PhD,68,Prof,64,79,Assoc,2454.000
11547,M,PhD,68,Prof,64,80,Assoc,2597.000
11548,M,PhD,68,Prof,64,81,Assoc,2920.000
11549,M,PhD,68,Prof,64,82,Assoc,2920.000
11550,M,PhD,68,Prof,64,83,Assoc,3818.000
11551,M,PhD,68,Prof,64,84,Assoc,4018.000
11552,M,PhD,68,Prof,64,85,Assoc,4018.000
11553,M,PhD,68,Prof,64,86,Assoc,4139.000
11554,M,PhD,68,Prof,64,87,Assoc,4347.000
11555,M,PhD,68,Prof,64,88,Assoc,4347.000
11556,M,PhD,68,Prof,64,89,Assoc,4520.000
11557,M,PhD,68,Prof,64,90,Assoc,4939.000
11558,M,PhD,68,Prof,64,91,Assoc,5095.000
11559,M,PhD,68,Prof,64,92,Assoc,5242.000
11560,M,PhD,68,Prof,64,93,Assoc,5318.000
11561,M,PhD,68,Prof,64,94,Assoc,5318.000
11562,M,PhD,68,Prof,64,95,Assoc,5318.000
11563,M,PhD,79,Other,80,80,Assist,1756.000
11564,M,PhD,79,Other,80,81,Assist,2011.000
11565,M,PhD,79,Other,80,82,Assist,2011.000
11566,M,PhD,79,Other,80,83,Assist,2151.000
11567,M,PhD,79,Other,80,84,Assist,2504.000
11568,M,PhD,79,Other,80,85,Assist,2504.000
11569,M,PhD,79,Other,80,86,Assist,2770.000
11570,M,PhD,79,Other,80,87,Assoc,2995.000
11571,M,PhD,79,Other,80,88,Assoc,3082.000
11572,M,PhD,79,Other,80,89,Assoc,3441.000
11573,M,PhD,79,Other,80,90,Assoc,3602.000
11574,M,PhD,79,Other,80,91,Assoc,3769.000
11575,M,PhD,79,Other,80,92,Assoc,3878.000
11576,M,PhD,79,Other,80,93,Assoc,4951.000
11577,M,PhD,79,Other,80,94,Full,5095.000
11578,M,PhD,79,Other,80,95,Full,5394.000
11579,M,PhD,88,Prof,89,89,Assist,3596.000
11580,M,PhD,88,Prof,89,90,Assist,3873.000
11581,M,PhD,88,Prof,89,91,Assist,4053.000
11582,M,PhD,88,Prof,89,92,Assist,4353.000
11583,M,PhD,88,Prof,89,93,Assist,4480.000
11584,M,PhD,88,Prof,89,94,Assoc,4610.000
11585,M,PhD,88,Prof,89,95,Assoc,4743.000
11586,M,PhD,84,Other,91,91,Assoc,3823.000
11587,M,PhD,84,Other,91,92,Assoc,4048.000
11588,M,PhD,84,Other,91,93,Assoc,4225.000
11589,M,PhD,84,Other,91,94,Assoc,4670.000
11590,M,PhD,84,Other,91,95,Assoc,4875.000
11591,F,PhD,95,Other,95,95,Assist,4353.000
11592,M,PhD,77,Prof,91,91,Assoc,3715.000
11593,M,PhD,77,Prof,91,92,Assoc,3878.000
11594,M,PhD,77,Prof,91,93,Assoc,3990.667
11595,M,PhD,77,Prof,91,94,Assoc,3991.000
11596,M,PhD,77,Prof,91,95,Assoc,4165.000
11597,M,PhD,77,Other,95,95,Assist,4225.000
11598,M,PhD,63,Other,63,76,Full,3061.000
11599,M,PhD,63,Other,63,77,Full,3387.000
11600,M,PhD,63,Other,63,78,Full,3528.000
11601,M,PhD,63,Other,63,79,Full,3906.000
11602,M,PhD,63,Other,63,80,Full,4222.000
11603,M,PhD,63,Other,63,81,Full,4615.000
11604,M,PhD,63,Other,63,82,Full,4817.000
11605,M,PhD,63,Other,63,83,Full,5133.333
11606,M,PhD,63,Other,63,84,Full,5274.000
11607,M,PhD,63,Other,63,85,Full,5274.000
11608,M,PhD,63,Other,63,86,Full,6265.000
11609,M,PhD,63,Other,63,87,Full,6580.000
11610,M,PhD,63,Other,63,88,Full,6771.000
11611,M,PhD,63,Other,63,89,Full,7244.000
11612,M,PhD,63,Other,63,90,Full,7583.000
11613,M,PhD,63,Other,63,91,Full,7935.000
11614,M,PhD,63,Other,63,92,Full,8165.000
11615,M,PhD,63,Other,63,93,Full,8402.000
11616,M,PhD,63,Other,63,94,Full,8402.000
11617,M,PhD,63,Other,63,95,Full,8770.000
11618,M,PhD,75,Prof,79,79,Assist,2056.000
11619,M,PhD,75,Prof,79,82,Assoc,2755.000
11620,M,PhD,75,Prof,79,83,Assoc,3600.000
11621,M,PhD,75,Prof,79,84,Assoc,4013.000
11622,M,PhD,75,Prof,79,85,Full,4130.000
11623,M,PhD,75,Prof,79,87,Full,4800.000
11624,M,PhD,75,Prof,79,88,Full,5082.667
11625,M,PhD,75,Prof,79,89,Full,5756.000
11626,M,PhD,75,Prof,79,90,Full,6565.333
11627,M,PhD,75,Prof,79,91,Full,7069.333
11628,M,PhD,75,Prof,79,92,Full,7378.667
11629,M,PhD,75,Prof,79,93,Full,7593.333
11630,M,PhD,75,Prof,79,94,Full,7593.333
11631,M,PhD,75,Prof,79,95,Full,7925.000
11632,F,PhD,87,Other,90,90,Assist,3450.000
11633,F,PhD,87,Other,90,91,Assist,3715.000
11634,F,PhD,87,Other,90,92,Assist,3991.000
11635,F,PhD,87,Other,90,93,Assist,4165.000
11636,F,PhD,87,Other,90,94,Assoc,4286.000
